Season,Date submitted,Order number,Username,Order status,Due date,Charged,Charged amount,Charged by operator,Product name,Physical document,Copies,Paper size,Paper color,Paper type,Print color,Single or double sided,Binding,Stab binding Material,Saddle stitch binding Material,Saddle stitch binding Binding Edge,Stapling Position,Front cover,Front cover Print on cover,Back cover,Hole punching,Laminating,Cutting,Collating,Folding,Packaging,Material name,Material color,Print Information (DMC staff only) Square Inches,Print Information (DMC staff only) Printer,Print information Print mode,Print information Filament Weight (CLC/DMC Staff use only),Special Information (Operator Only) Job difficulty,Special Information (Operator Only) Machine,Delivery option,Delivery label,Delivery details,Proof required,Total color pages,Total grayscale pages
Fall 2025,12/2/2025 3:18,26927.0,jazo5218,Completed - Ready For Pickup,12/3/2025,Yes,$5.66 ,bhvi9697,Large-Format Poster,No,1.0,"ARCH D (24""x36"")",Generic Poster Paper,,,,,,,,,,,,,,,,,,,,,HP DesignJet Z9 44 in.,,,,,Pick Up at DMC,,,,1.0,0.0
Fall 2025,12/2/2025 3:06,26926.0,elda3076,Completed - Ready For Pickup,12/3/2025,Yes,$2.82 ,macl5840,Large-Format Poster,No,1.0,"ARCH C (18""x24"")",Generic Poster Paper,,,,,,,,,,,,,,,,,,,,,HP DesignJet Z9 44 in.,,,,,Pick Up at DMC,,,,1.0,0.0
Fall 2025,12/2/2025 3:02,26925.0,wige6618,Completed - Ready For Pickup,12/3/2025,Yes,$2.82 ,bhvi9697,Large-Format Poster,No,1.0,"ARCH C (18""x24"")",Generic Poster Paper,,,,,,,,,,,,,,,,,,,,,HP DesignJet Z9 44 in.,,,,,Pick Up at DMC,,,,1.0,0.0
Fall 2025,12/2/2025 3:01,26924.0,wige6618,Completed - Ready For Pickup,12/3/2025,Yes,$5.66 ,bhvi9697,Large-Format Poster,No,1.0,"ARCH D (24""x36"")",Generic Poster Paper,,,,,,,,,,,,,,,,,,,,,HP DesignJet Z9 44 in.,,,,,Pick Up at DMC,,,,1.0,0.0
Fall 2025,12/2/2025 2:43,26918.0,erke6790,Completed - Ready For Pickup,12/3/2025,Yes,$5.66 ,magl3911,Large-Format Poster,No,1.0,"ARCH D (24""x36"")",Generic Poster Paper,,,,,,,,,,,,,,,,,,,,,HP DesignJet Z9 44 in.,,,,,Pick Up at DMC,,,,3.0,0.0
Fall 2025,12/2/2025 2:21,26917.0,dela1167,Completed - Ready For Pickup,12/3/2025,Yes,$8.24 ,bhvi9697,Large-Format Poster,No,1.0,Custom,Generic Poster Paper,36 inch,,,,,,,,,,,,,,,,,,,,HP DesignJet Z9 44 in.,,,,,Pick Up at DMC,,,,1.0,0.0
Fall 2025,12/2/2025 1:26,26916.0,irdr7857,Completed - Ready For Pickup,12/3/2025,Yes,$11.30 ,bhvi9697,Large-Format Poster,No,1.0,"ARCH E (36""x48"")",Generic Poster Paper,,,,,,,,,,,,,,,,,,,,,HP DesignJet Z9 44 in.,,,,,Pick Up at DMC,,,,1.0,0.0
Fall 2025,12/1/2025 23:54,26914.0,phsc5451,Cancelled,12/2/2025,No,,,Document,No,1.0,Tabloid (11 x 17),White,Generic Printer Paper,Grayscale,Single sided,,,,,,,,,,,,,,,,,,,,,,,Pick Up at DMC,,,,16.0,1.0
Fall 2025,12/1/2025 23:44,26913.0,avgo3449,Completed - Ready For Pickup,12/2/2025,Yes,$5.66 ,magl3911,Large-Format Poster,No,1.0,"ARCH D (24""x36"")",Generic Poster Paper,,,,,,,,,,,,,,,,,,,,,HP DesignJet Z9 44 in.,,,,,Pick Up at DMC,,,,1.0,0.0
Fall 2025,12/1/2025 23:27,26912.0,clde3660,Completed - Ready For Pickup,12/3/2025,Yes,$5.66 ,bhvi9697,Large-Format Poster,No,1.0,"ARCH D (24""x36"")",Generic Poster Paper,,,,,,,,,,,,,,,,,,,,,HP DesignJet Z9 44 in.,,,,,Pick Up at DMC,,,,1.0,0.0
Fall 2025,12/1/2025 23:23,26911.0,save7426,Completed - Ready For Pickup,12/2/2025,Yes,$5.66 ,magl3911,Large-Format Poster,No,1.0,"ARCH D (24""x36"")",Generic Poster Paper,,,,,,,,,,,,,,,,,,,,,HP DesignJet Z9 44 in.,,,,,Pick Up at DMC,,,,1.0,0.0
Fall 2025,12/1/2025 23:10,26910.0,maro2085,Completed - Ready For Pickup,12/2/2025,Yes,$8.25 ,macl5840,Large-Format Poster,No,1.0,Custom,Generic Poster Paper,42 inch,,,,,,,,,,,,,,,,,,,,HP DesignJet Z9 44 in.,,,,,Pick Up at DMC,,,,3.0,0.0
Fall 2025,12/1/2025 23:01,26909.0,takl2073,Completed - Ready For Pickup,12/2/2025,Yes,$15.54 ,macl5840,Large-Format Poster,No,1.0,"ARCH D (24""x36"")",Satin Photo Paper,,,,,,,,,,,,,,,,,,,,,HP DesignJet Z9 44 in.,,,,,Pick Up at DMC,,,,1.0,0.0
Fall 2025,12/1/2025 22:47,26908.0,maco3075,Completed - Ready For Pickup,12/2/2025,Yes,$5.66 ,macl5840,Large-Format Poster,No,1.0,"ARCH D (24""x36"")",Generic Poster Paper,,,,,,,,,,,,,,,,,,,,,HP DesignJet Z9 44 in.,,,,,Pick Up at DMC,,,,1.0,0.0
Fall 2025,12/1/2025 22:46,26907.0,maco3075,Completed - Ready For Pickup,12/2/2025,Yes,$2.82 ,macl5840,Large-Format Poster,No,1.0,"ARCH C (18""x24"")",Generic Poster Paper,,,,,,,,,,,,,,,,,,,,,HP DesignJet Z9 44 in.,,,,,Pick Up at DMC,,,,1.0,0.0
Fall 2025,12/1/2025 22:45,26906.0,maco3075,Completed - Ready For Pickup,12/2/2025,Yes,$2.82 ,macl5840,Large-Format Poster,No,1.0,"ARCH C (18""x24"")",Generic Poster Paper,,,,,,,,,,,,,,,,,,,,,HP DesignJet Z9 44 in.,,,,,Pick Up at DMC,,,,1.0,0.0
Fall 2025,12/1/2025 22:07,26905.0,gaca7640,Completed - Ready For Pickup,12/2/2025,Yes,$5.66 ,macl5840,Large-Format Poster,No,1.0,"ARCH D (24""x36"")",Generic Poster Paper,,,,,,,,,,,,,,,,,,,,,HP DesignJet Z9 44 in.,,,,,Pick Up at DMC,,,,1.0,0.0
Fall 2025,12/1/2025 21:58,26904.0,sobe1928,Completed - Ready For Pickup,12/2/2025,Yes,$2.82 ,bhvi9697,Large-Format Poster,No,1.0,"ARCH C (18""x24"")",Generic Poster Paper,,,,,,,,,,,,,,,,,,,,,HP DesignJet Z9 44 in.,,,,,Pick Up at DMC,,,,3.0,0.0
Fall 2025,12/1/2025 21:57,26903.0,osme1672,Completed - Ready For Pickup,12/2/2025,Yes,$11.31 ,macl5840,Large-Format Poster,No,1.0,"ARCH D (24""x36"")",Generic Poster Paper,,,,,,,,,,,,,,,,,,,,,HP DesignJet Z9 44 in.,,,,,Pick Up at DMC,,,,2.0,0.0
Fall 2025,12/1/2025 21:57,26902.0,sobe1928,Cancelled,12/2/2025,No,,,Large-Format Poster,No,1.0,"ARCH C (18""x24"")",Generic Poster Paper,,,,,,,,,,,,,,,,,,,,,HP DesignJet Z9 44 in.,,,,,Pick Up at DMC,,,,0.0,0.0
Fall 2025,12/1/2025 21:49,26901.0,vedr2883,Completed - Ready For Pickup,12/3/2025,Yes,$2.82 ,bhvi9697,Large-Format Poster,No,1.0,"ARCH C (18""x24"")",Generic Poster Paper,,,,,,,,,,,,,,,,,,,,,HP DesignJet Z9 44 in.,,,,,Pick Up at DMC,,,,1.0,0.0
Fall 2025,12/1/2025 20:03,26899.0,kemo5912,Completed - Ready For Pickup,12/3/2025,Yes,$8.24 ,bhvi9697,Large-Format Poster,No,1.0,Custom,Generic Poster Paper,42 inch,,,,,,,,,,,,,,,,,,,,HP DesignJet Z9 44 in.,,,,,Pick Up at DMC,,,,1.0,0.0
Fall 2025,12/1/2025 19:46,26898.0,osme1672,Cancelled,12/3/2025,No,,,Large-Format Poster,No,1.0,"ARCH D (24""x36"")",Translucent Bond - Vellum,,,,,,,,,,,,,,,,,,,,,HP DesignJet Z9 44 in.,,,,,Pick Up at DMC,,,,4.0,0.0
Fall 2025,12/1/2025 19:27,26897.0,alqu2869,Completed - Ready For Pickup,12/2/2025,Yes,$5.66 ,macl5840,Large-Format Poster,No,1.0,"ARCH D (24""x36"")",Generic Poster Paper,,,,,,,,,,,,,,,,,,,,,HP DesignJet Z9 44 in.,,,,,Pick Up at DMC,,,,1.0,0.0
Fall 2025,12/1/2025 19:10,26896.0,rata3901,Cancelled,12/4/2025,No,,,3D Print,No,1.0,,,,,,,,,,,,,,,,,,,,PLA,Orange,,,High Detail,,,,Pick Up at DMC,,,,0.0,0.0
Fall 2025,12/1/2025 19:02,26895.0,naan5822,Completed - Ready For Pickup,12/2/2025,Yes,$2.82 ,macl5840,Large-Format Poster,No,1.0,"ARCH C (18""x24"")",Generic Poster Paper,,,,,,,,,,,,,,,,,,,,,HP DesignJet Z9 44 in.,,,,,Pick Up at DMC,,,,1.0,0.0
Fall 2025,12/1/2025 19:01,26894.0,emta4037,Completed - Ready For Pickup,12/2/2025,Yes,$5.66 ,macl5840,Large-Format Poster,No,1.0,"ARCH D (24""x36"")",Generic Poster Paper,,,,,,,,,,,,,,,,,,,,,HP DesignJet Z9 44 in.,,,,,Pick Up at DMC,,,,1.0,0.0
Fall 2025,12/1/2025 18:44,26893.0,clbo5611,Completed - Ready For Pickup,12/2/2025,Yes,$5.66 ,macl5840,Large-Format Poster,No,1.0,"ARCH D (24""x36"")",Generic Poster Paper,,,,,,,,,,,,,,,,,,,,,HP DesignJet Z9 44 in.,,,,,Pick Up at DMC,,,,1.0,0.0
Fall 2025,12/1/2025 18:42,26892.0,anpe7938,Completed - Ready For Pickup,12/3/2025,Yes,$10.47 ,bhvi9697,Large-Format Poster,No,1.0,Custom,Generic Poster Paper,24 inch,,,,,,,,,,,,,,,,,,,20,HP DesignJet Z9 44 in.,,,,,Pick Up at DMC,,,,4.0,0.0
Fall 2025,12/1/2025 18:19,26891.0,mabr7216,Completed - Ready For Pickup,12/2/2025,Yes,$0.00 ,magl3911,Large-Format Poster,No,1.0,"ARCH C (18""x24"")",Generic Poster Paper,,,,,,,,,,,,,,,,,,,,,HP DesignJet Z9 44 in.,,,,,Pick Up at DMC,,,,8.0,0.0
Fall 2025,12/1/2025 17:55,26890.0,hede2294,Completed - Ready For Pickup,12/2/2025,Yes,$5.66 ,macl5840,Large-Format Poster,No,1.0,"ARCH D (24""x36"")",Generic Poster Paper,,,,,,,,,,,,,,,,,,,,,HP DesignJet Z9 44 in.,,,,,Pick Up at DMC,,,,1.0,0.0
Fall 2025,12/1/2025 17:22,26889.0,wita5640,Completed - Ready For Pickup,12/3/2025,Yes,$2.82 ,amco3931,Large-Format Poster,No,1.0,"ARCH C (18""x24"")",Generic Poster Paper,,,,,,,,,,,,,,,,,,,,,HP DesignJet Z9 44 in.,,,,,Pick Up at DMC,,,,1.0,0.0
Fall 2025,12/1/2025 17:02,26888.0,mabr7216,Completed - Ready For Pickup,12/4/2025,Yes,$0.00 ,magl3911,3D Print,No,1.0,,,,,,,,,,,,,,,,,,,,PLA,White,,,High Speed,116.81,>10 hrs,Prusa i3MK3S+,Pick Up at DMC,,,,0.0,0.0
Fall 2025,12/1/2025 16:42,26886.0,fico9181,Completed - Ready For Pickup,12/4/2025,Yes,$2.82 ,magl3911,Large-Format Poster,No,1.0,"ARCH C (18""x24"")",Generic Poster Paper,,,,,,,,,,,,,,,,,,,,,HP DesignJet Z9 44 in.,,,,,Pick Up at DMC,,,,1.0,0.0
Fall 2025,12/1/2025 16:40,26885.0,quet7779,Completed - Ready For Pickup,12/3/2025,Yes,$45.25 ,amco3931,Large-Format Poster,No,1.0,"ARCH D (24""x36"")",Generic Poster Paper,,,,,,,,,,,,,,,,,,,,,HP DesignJet Z9 44 in.,,,,,Pick Up at DMC,,,,8.0,0.0
Fall 2025,12/1/2025 16:38,26884.0,keal9910,Completed - Ready For Pickup,12/3/2025,Yes,$5.66 ,magl3911,Large-Format Poster,No,1.0,"ARCH D (24""x36"")",Generic Poster Paper,,,,,,,,,,,,,,,,,,,,,HP DesignJet Z9 44 in.,,,,,Pick Up at DMC,,,,1.0,0.0
Fall 2025,12/1/2025 16:37,26883.0,siro9621,Completed - Ready For Pickup,12/2/2025,Yes,$2.82 ,amco3931,Large-Format Poster,No,1.0,"ARCH C (18""x24"")",Generic Poster Paper,,,,,,,,,,,,,,,,,,,,,HP DesignJet Z9 44 in.,,,,,Pick Up at DMC,,,,1.0,0.0
Fall 2025,12/1/2025 16:13,26880.0,brma3769,Completed - Ready For Pickup,12/3/2025,Yes,$5.66 ,assh2097,Large-Format Poster,No,1.0,"ARCH D (24""x36"")",Generic Poster Paper,,,,,,,,,,,,,,,,,,,,,HP DesignJet Z9 44 in.,,,,,Pick Up at DMC,,,,2.0,0.0
Fall 2025,12/1/2025 15:57,26879.0,anjo7009,Completed - Ready For Pickup,12/5/2025,Yes,$6.36 ,assh2097,3D Print,No,1.0,,,,,,,,,,,,,,,,,,,,PLA,Any Color,,,High Speed,202,5-10 hrs,Prusa i3MK3S+,Pick Up at DMC,,,,0.0,0.0
Fall 2025,12/1/2025 15:55,26878.0,anjo7009,Cancelled,12/5/2025,No,,,3D Print,No,1.0,,,,,,,,,,,,,,,,,,,,PLA,Any Color,,,High Speed,,,,Pick Up at DMC,,,,0.0,0.0
Fall 2025,12/1/2025 15:54,26877.0,anjo7009,Cancelled,12/5/2025,No,,,3D Print,No,1.0,,,,,,,,,,,,,,,,,,,,PLA,Any Color,,,High Speed,,,,Pick Up at DMC,,,,0.0,0.0
Fall 2025,12/1/2025 15:39,26875.0,albu1070,Completed - Ready For Pickup,12/2/2025,Yes,$6.80 ,magl3911,Large-Format Poster,No,1.0,Custom,Generic Poster Paper,42 inch,,,,,,,,,,,,,,,,,,,,HP DesignJet Z9 44 in.,,,,,Pick Up at DMC,,,,1.0,0.0
Fall 2025,12/1/2025 15:36,26874.0,tybo4835,Completed - Ready For Pickup,12/2/2025,Yes,$2.45 ,magl3911,Document,No,3.0,Tabloid (11 x 17),White,Cardstock,Color,Single sided,,,,,,,,,,,,,,,,,,,,,,,Pick Up at DMC,,,,3.0,0.0
Fall 2025,12/1/2025 15:35,26873.0,beha2486,Completed - Ready For Pickup,12/4/2025,Yes,$5.85 ,macl5840,3D Print,No,1.0,,,,,,,,,,,,,,,,,,,,PLA,Grey,,,High Speed,185.46,< 2 hrs,Prusa i3MK3S+,Pick Up at DMC,,,,0.0,0.0
Fall 2025,12/1/2025 15:26,26871.0,kabi7025,Completed - Ready For Pickup,12/4/2025,Yes,$0.71 ,amco3931,3D Print,No,1.0,,,,,,,,,,,,,,,,,,,,PLA,Any Color,,,High Speed,14.32,< 2 hrs,Prusa i3MK3S+,Pick Up at DMC,,,,0.0,0.0
Fall 2025,12/1/2025 15:16,26870.0,cagi7283,Completed - Ready For Pickup,12/3/2025,Yes,$2.82 ,amco3931,Large-Format Poster,No,1.0,"ARCH C (18""x24"")",Generic Poster Paper,,,,,,,,,,,,,,,,,,,,,HP DesignJet Z9 44 in.,,,,,Pick Up at DMC,,,,1.0,0.0
Fall 2025,12/1/2025 15:10,26869.0,emgi8548,Completed - Ready For Pickup,12/3/2025,Yes,$5.66 ,magl3911,Large-Format Poster,No,1.0,"ARCH D (24""x36"")",Generic Poster Paper,,,,,,,,,,,,,,,,,,,,,HP DesignJet Z9 44 in.,,,,,Pick Up at DMC,,,,1.0,0.0
Fall 2025,12/1/2025 15:09,26868.0,beda2798,Completed - Ready For Pickup,12/4/2025,Yes,$7.40 ,assh2097,3D Print,No,2.0,,,,,,,,,,,,,,,,,,,,PLA,Any Color,,,High Speed,117.1,2-5 hrs,Prusa i3MK3S+,Pick Up at DMC,,,,0.0,0.0
Fall 2025,12/1/2025 14:59,26867.0,mibe1324,Completed - Ready For Pickup,12/4/2025,Yes,$2.38 ,assh2097,3D Print,No,1.0,,,,,,,,,,,,,,,,,,,,PLA,Grey,,,High Speed,75,5-10 hrs,Prusa i3MK3S+,Pick Up at DMC,,,,0.0,0.0
Fall 2025,12/1/2025 14:53,26866.0,jade2385,Completed - Ready For Pickup,12/3/2025,Yes,$0.14 ,magl3911,Document,No,1.0,Letter (8.5 x 11),White,Generic Printer Paper,Color,Single sided,,,,,,,,,,,,,,,,,,,,,,,Pick Up at DMC,,,,1.0,0.0
Fall 2025,12/1/2025 14:23,26864.0,edlo3355,Completed - Ready For Pickup,12/4/2025,Yes,$2.72 ,amco3931,3D Print,No,1.0,,,,,,,,,,,,,,,,,,,,PLA,White,,,Standard,85.74,5-10 hrs,Prusa i3MK3S+,Pick Up at DMC,,,,0.0,0.0
Fall 2025,12/1/2025 13:51,26862.0,jago6298,Completed - Ready For Pickup,12/3/2025,Yes,$2.82 ,miba2167,Large-Format Poster,No,1.0,"ARCH C (18""x24"")",Generic Poster Paper,,,,,,,,,,,,,,,,,,,,,HP DesignJet Z9 44 in.,,,,,Pick Up at DMC,,,,1.0,0.0
Fall 2025,12/1/2025 13:51,26861.0,yisa6478,Completed - Ready For Pickup,12/2/2025,Yes,$2.82 ,magl3911,Large-Format Poster,No,1.0,"ARCH C (18""x24"")",Generic Poster Paper,,,,,,,,,,,,,,,,,,,,,HP DesignJet Z9 44 in.,,,,,Pick Up at DMC,,,,1.0,0.0
Fall 2025,12/1/2025 13:45,26860.0,lulo7998,Completed - Ready For Pickup,12/3/2025,Yes,$11.30 ,magl3911,Large-Format Poster,No,1.0,"ARCH E (36""x48"")",Generic Poster Paper,,,,,,,,,,,,,,,,,,,,,HP DesignJet Z9 44 in.,,,,,Pick Up at DMC,,,,1.0,0.0
Fall 2025,12/1/2025 12:50,26857.0,beha2486,Completed - Ready For Pickup,12/4/2025,Yes,$6.30 ,assh2097,3D Print,No,1.0,,,,,,,,,,,,,,,,,,,,PLA,Any Color,,,High Speed,199.8,2-5 hrs,Bambu X1 Carbon,Pick Up at DMC,,,,0.0,0.0
Fall 2025,12/1/2025 12:50,26856.0,nikh9635,Completed - Ready For Pickup,12/4/2025,Yes,$0.71 ,magl3911,3D Print,No,1.0,,,,,,,,,,,,,,,,,,,,PLA,White,,,High Speed,,,,Pick Up at DMC,,,,0.0,0.0
Fall 2025,12/1/2025 12:45,26854.0,beha2486,Completed - Ready For Pickup,12/4/2025,Yes,$4.81 ,macl5840,3D Print,No,1.0,,,,,,,,,,,,,,,,,,,,PLA,Any Color,,,High Speed,152.4,2-5 hrs,Bambu X1 Carbon,Pick Up at DMC,,,,0.0,0.0
Fall 2025,12/1/2025 12:36,26852.0,lipo2678,Completed - Ready For Pickup,12/2/2025,Yes,$2.82 ,grje8745,Large-Format Poster,No,1.0,"ARCH C (18""x24"")",Generic Poster Paper,,,,,,,,,,,,,,,,,,,,,HP DesignJet Z9 44 in.,,,,,Pick Up at DMC,,,,1.0,0.0
Fall 2025,12/1/2025 12:04,26851.0,mahe5290,Completed - Ready For Pickup,12/3/2025,Yes,$5.66 ,grje8745,Large-Format Poster,No,1.0,"ARCH D (24""x36"")",Generic Poster Paper,,,,,,,,,,,,,,,,,,,,,HP DesignJet Z9 44 in.,,,,,Pick Up at DMC,,,,1.0,0.0
Fall 2025,12/1/2025 12:01,26850.0,arma1840,Completed - Ready For Pickup,12/4/2025,Yes,$5.61 ,macl5840,3D Print,No,1.0,,,,,,,,,,,,,,,,,,,,PLA,White,,,High Speed,178.07,< 2 hrs,Prusa i3MK3S+,Pick Up at DMC,,,,0.0,0.0
Fall 2025,12/1/2025 12:00,26849.0,arma1840,In-Person Visit Required,12/4/2025,No,,,3D Print,No,1.0,,,,,,,,,,,,,,,,,,,,PLA,Black,,,High Speed,185.65,< 2 hrs,Prusa i3MK3S+,Pick Up at DMC,,,,0.0,0.0
Fall 2025,12/1/2025 11:58,26848.0,maco8965,Completed - Ready For Pickup,12/4/2025,Yes,$2.82 ,grje8745,Large-Format Poster,No,1.0,"ARCH C (18""x24"")",Generic Poster Paper,,,,,,,,,,,,,,,,,,,,,HP DesignJet Z9 44 in.,,,,,Pick Up at DMC,,,,1.0,0.0
Fall 2025,12/1/2025 11:46,26846.0,joca5660,Completed - Ready For Pickup,12/3/2025,Yes,$5.66 ,eeto3049,Large-Format Poster,No,1.0,"ARCH D (24""x36"")",Generic Poster Paper,,,,,,,,,,,,,,,,,,,,,HP DesignJet Z9 44 in.,,,,,Pick Up at DMC,,,,1.0,0.0
Fall 2025,12/1/2025 11:31,26845.0,suim2440,Completed - Ready For Pickup,12/4/2025,Yes,$2.82 ,eeto3049,Large-Format Poster,No,1.0,"ARCH C (18""x24"")",Generic Poster Paper,,,,,,,,,,,,,,,,,,,,,HP DesignJet Z9 44 in.,,,,,Pick Up at DMC,,,,1.0,0.0
Fall 2025,12/1/2025 11:16,26844.0,meca3689,Completed - Ready For Pickup,12/3/2025,Yes,$2.82 ,grje8745,Large-Format Poster,No,1.0,"ARCH C (18""x24"")",Translucent Bond - Vellum,,,,,,,,,,,,,,,,,,,,,HP DesignJet Z9 44 in.,,,,,Pick Up at DMC,,,,1.0,0.0
Fall 2025,12/1/2025 11:11,26843.0,trta3569,Completed - Ready For Pickup,12/2/2025,Yes,$8.24 ,grje8745,Large-Format Poster,No,1.0,Custom,Generic Poster Paper,42 inch,,,,,,,,,,,,,,,,,,,,HP DesignJet Z9 44 in.,,,,,Pick Up at DMC,,,,1.0,0.0
Fall 2025,12/1/2025 11:10,26842.0,coei8731,Completed - Ready For Pickup,12/3/2025,Yes,$11.30 ,grje8745,Large-Format Poster,No,1.0,"ARCH E (36""x48"")",Generic Poster Paper,,,,,,,,,,,,,,,,,,,,,HP DesignJet Z9 44 in.,,,,,Pick Up at DMC,,,,1.0,0.0
Fall 2025,12/1/2025 10:49,26840.0,hafl6228,Completed - Ready For Pickup,12/3/2025,Yes,$2.82 ,grje8745,Large-Format Poster,No,1.0,"ARCH C (18""x24"")",Generic Poster Paper,,,,,,,,,,,,,,,,,,,,,HP DesignJet Z9 44 in.,,,,,Pick Up at DMC,,,,1.0,0.0
Fall 2025,12/1/2025 10:47,26839.0,jawe1473,Completed - Ready For Pickup,12/4/2025,Yes,$3.12 ,grje8745,3D Print,No,1.0,,,,,,,,,,,,,,,,,,,,PLA,Any Color,,,Standard,98.51,5-10 hrs,Prusa i3MK3S+,Pick Up at DMC,,,,0.0,0.0
Fall 2025,12/1/2025 10:46,26838.0,jawe1473,Completed - Ready For Pickup,12/4/2025,Yes,$1.56 ,miba2167,3D Print,No,1.0,,,,,,,,,,,,,,,,,,,,PLA,Yellow,,,Standard,48.86,< 2 hrs,Prusa i3MK3S+,Pick Up at DMC,,,,0.0,0.0
Fall 2025,12/1/2025 10:44,26837.0,jawe1473,Cancelled,12/4/2025,No,,,3D Print,No,3.0,,,,,,,,,,,,,,,,,,,,PLA,Grey,,,Standard,,,,Pick Up at DMC,,,,0.0,0.0
Fall 2025,12/1/2025 10:40,26836.0,abkl1394,Completed - Ready For Pickup,12/4/2025,Yes,$1.77 ,magl3911,3D Print,No,1.0,,,,,,,,,,,,,,,,,,,,PLA,Any Color,,,High Speed,55.6,2-5 hrs,Prusa i3MK3S+,Pick Up at DMC,,,,0.0,0.0
Fall 2025,12/1/2025 10:30,26835.0,zeco9149,Completed - Ready For Pickup,12/3/2025,Yes,$2.82 ,grje8745,Large-Format Poster,No,1.0,"ARCH C (18""x24"")",Generic Poster Paper,,,,,,,,,,,,,,,,,,,,,HP DesignJet Z9 44 in.,,,,,Pick Up at DMC,,,,1.0,0.0
Fall 2025,12/1/2025 10:29,26834.0,avco7884,Cancelled,12/4/2025,No,,,3D Print,No,1.0,,,,,,,,,,,,,,,,,,,,PLA,Any Color,,,High Speed,143,< 2 hrs,Prusa i3MK3S+,Pick Up at DMC,,,,0.0,0.0
Fall 2025,12/1/2025 10:21,26833.0,wyla7849,Completed - Ready For Pickup,12/4/2025,Yes,$4.16 ,grje8745,3D Print,No,1.0,,,,,,,,,,,,,,,,,,,,PLA,White,,,High Speed,131.61,2-5 hrs,Bambu X1 Carbon,Pick Up at DMC,,,,0.0,0.0
Fall 2025,12/1/2025 10:15,26832.0,kama7991,Completed - Ready For Pickup,12/4/2025,Yes,$4.40 ,assh2097,3D Print,No,1.0,,,,,,,,,,,,,,,,,,,,PLA,Grey,,,High Speed,139.2,5-10 hrs,Bambu X1 Carbon,Pick Up at DMC,,,,0.0,0.0
Fall 2025,12/1/2025 10:15,26831.0,kama7991,Cancelled,12/4/2025,Yes,$1.91 ,macl5840,3D Print,No,1.0,,,,,,,,,,,,,,,,,,,,PLA,Black,,,High Speed,60,>10 hrs,Prusa i3MK3S+,Pick Up at DMC,,,,0.0,0.0
Fall 2025,12/1/2025 10:14,26830.0,kama7991,Completed - Ready For Pickup,12/4/2025,Yes,$0.71 ,eeto3049,3D Print,No,1.0,,,,,,,,,,,,,,,,,,,,PLA,Black,,,High Speed,18.71,< 2 hrs,Prusa i3MK3S+,Pick Up at DMC,,,,0.0,0.0
Fall 2025,12/1/2025 10:14,26829.0,kama7991,Completed - Ready For Pickup,12/4/2025,Yes,$5.10 ,assh2097,3D Print,No,1.0,,,,,,,,,,,,,,,,,,,,PLA,White,,,High Speed,161.8,>10 hrs,Prusa i3MK3S+,Pick Up at DMC,,,,0.0,0.0
Fall 2025,12/1/2025 10:13,26828.0,jazo5218,Completed - Ready For Pickup,12/4/2025,Yes,$4.39 ,grje8745,3D Print,No,1.0,,,,,,,,,,,,,,,,,,,,PLA,White,,,Standard,139.11,5-10 hrs,Prusa i3MK3S+,Pick Up at DMC,,,,0.0,0.0
Fall 2025,12/1/2025 10:07,26826.0,garo7461,Completed - Ready For Pickup,12/3/2025,Yes,$2.82 ,grje8745,Large-Format Poster,No,1.0,"ARCH C (18""x24"")",Generic Poster Paper,,,,,,,,,,,,,,,,,,,,,HP DesignJet Z9 44 in.,,,,,Pick Up at DMC,,,,1.0,0.0
Fall 2025,12/1/2025 10:00,26825.0,garo7461,Completed - Ready For Pickup,12/3/2025,Yes,$2.82 ,grje8745,Large-Format Poster,No,1.0,"ARCH C (18""x24"")",Generic Poster Paper,,,,,,,,,,,,,,,,,,,,,HP DesignJet Z9 44 in.,,,,,Pick Up at DMC,,,,1.0,0.0
Fall 2025,12/1/2025 9:53,26824.0,meca3689,Completed - Ready For Pickup,12/3/2025,Yes,$2.82 ,eeto3049,Large-Format Poster,No,1.0,"ARCH C (18""x24"")",Generic Poster Paper,,,,,,,,,,,,,,,,,,,,,HP DesignJet Z9 44 in.,,,,,Pick Up at DMC,,,,2.0,0.0
Fall 2025,12/1/2025 9:48,26823.0,whhy8955,Completed - Ready For Pickup,12/3/2025,Yes,$11.30 ,eeto3049,Large-Format Poster,No,1.0,"ARCH E (36""x48"")",Generic Poster Paper,,,,,,,,,,,,,,,,,,,,"35""W - 48""H",HP DesignJet Z9 44 in.,,,,,Pick Up at DMC,,,,1.0,0.0
Fall 2025,12/1/2025 9:13,26817.0,abkl1394,Cancelled,12/4/2025,No,,,3D Print,No,,,,,,,,,,,,,,,,,,,,,PLA,Any Color,,,High Speed,,,,Pick Up at DMC,,,,0.0,0.0
Fall 2025,12/1/2025 8:55,26815.0,iapr3705,Completed - Ready For Pickup,12/2/2025,Yes,$5.66 ,grje8745,Large-Format Poster,No,1.0,"ARCH D (24""x36"")",Generic Poster Paper,,,,,,,,,,,,,,,,,,,,,HP DesignJet Z9 44 in.,,,,,Pick Up at DMC,,,,1.0,0.0
Fall 2025,12/1/2025 0:38,26814.0,alpl9960,Completed - Ready For Pickup,12/4/2025,Yes,$2.82 ,eeto3049,Large-Format Poster,No,1.0,"ARCH C (18""x24"")",Generic Poster Paper,,,,,,,,,,,,,,,,,,,,,HP DesignJet Z9 44 in.,,,,,Pick Up at DMC,,,,1.0,0.0
